label,baseline_cell_index,output_band_id,kperp_index,kpar_index,kperp_center_mpc_inv,kpar_mpc_inv,target_windowed_power,pure_eor_signed_error_percent,total_signed_error_percent,foreground_auto_over_target,geometric_window_response_fraction,window_effective_width
dpss_hard_e6_hann,10,189,11,13,0.5860637048526578,1.320497928197488,1.4178626425691982e-05,2.6111628106171554,2.5520551641161666,0.0023566354844253533,0.9998584563858264,3.9464093221539076
dpss_hard_e6_hann,11,190,11,14,0.5860637048526578,1.422074691904987,1.3210513621852524e-05,-1.8954253836935941,-0.7084352549358309,0.003202875625473781,0.9774985038658007,3.8585712898440643
dpss_hard_e6_hann,12,205,12,13,0.6353597154430227,1.320497928197488,1.3277774189532688e-05,0.8190764730238511,0.8198891247984295,0.00024079776935914806,0.9997955515339388,4.133392542495533
dpss_hard_e6_hann,13,206,12,14,0.6353597154430227,1.422074691904987,1.2141430168204632e-05,-2.661709342978279,-2.659808768653459,0.00010946973992604389,0.9707504266298577,4.030799629256563
dpss_hard_e6_hann,14,221,13,13,0.6846557260333876,1.320497928197488,1.2316471156687043e-05,-11.381394909259978,-11.370820184108094,5.1335059757015324e-05,0.9996372151554671,4.381149723247615
dpss_hard_e6_hann,15,222,13,14,0.6846557260333876,1.422074691904987,1.1395358193555644e-05,-6.022777302146983,-6.0084121837001465,2.116691774702951e-05,0.9657271497722167,4.398350974672385
dpss_hard_e6_hann,16,237,14,13,0.7339517366237525,1.320497928197488,1.1619390288016418e-05,1.8096015326715522,1.8800571637016803,0.00012186886480998653,0.9992926675779409,4.724545880879264
dpss_hard_e6_hann,17,238,14,14,0.7339517366237525,1.422074691904987,1.064791494921355e-05,1.5035730162929453,1.5071369550734257,5.117018335535978e-05,0.9560320718322328,4.761975999882407
dpss_hard_e6_hann,18,253,15,13,0.7832477472141173,1.320497928197488,1.0713768378462601e-05,0.747262128013915,0.4702118627842481,0.0003528598344348881,0.9988694229796446,4.883041944421227
dpss_hard_e6_hann,19,254,15,14,0.7832477472141173,1.422074691904987,9.815489819274606e-06,-7.837227808623329,-7.703578967261036,0.00014686269505609687,0.951532051149786,4.996302466480512
dpss_soft_e12_r1e8_hann,0,109,6,13,0.3395836519008334,1.320497928197488,1.985997774147693e-05,-7.699674099271234,-7.698393410197771,5.241622678977723e-05,0.9998721776007541,3.009972612446395
dpss_soft_e12_r1e8_hann,1,110,6,14,0.3395836519008334,1.422074691904987,1.8033744725087406e-05,-7.656354906585928,-7.6523957673534575,2.759204597209431e-05,0.9944691848662012,3.087594150012021
dpss_soft_e12_r1e8_hann,2,125,7,13,0.3888796624911983,1.320497928197488,1.9063923520871515e-05,-11.123370156845246,-11.113630441878433,1.2636698205215505e-05,0.9998805260026585,3.3591746974022945
dpss_soft_e12_r1e8_hann,3,126,7,14,0.3888796624911983,1.422074691904987,1.6872808938690532e-05,-15.651756257892135,-15.6513737014123,1.4746174155159514e-05,0.9931493215704179,3.2876850242571143
dpss_soft_e12_r1e8_hann,4,141,8,13,0.43817567308156313,1.320497928197488,1.7495033186998733e-05,-7.882391582828475,-7.889990432397004,1.9877469597768335e-05,0.999868126722805,3.3892139048861476
dpss_soft_e12_r1e8_hann,5,142,8,14,0.43817567308156313,1.422074691904987,1.5870587289119295e-05,-6.558227181493188,-6.502789985514424,3.068952803163627e-05,0.9898052261103095,3.56688822957275
dpss_soft_e12_r1e8_hann,6,157,9,13,0.48747168367192806,1.320497928197488,1.6598780459658827e-05,-2.732908861694674,-2.753158355214464,5.158803025991345e-06,0.9998630411830521,3.5461761778751844
dpss_soft_e12_r1e8_hann,7,158,9,14,0.48747168367192806,1.422074691904987,1.5284642238088013e-05,-5.495114132441144,-5.486265786768924,4.515344220962793e-06,0.9857676737095825,3.534813716983092
dpss_soft_e12_r1e8_hann,8,173,10,13,0.536767694262293,1.320497928197488,1.5197629343048983e-05,-7.852087376519691,-7.873223178585646,4.461511218903373e-05,0.9998683433344677,3.7202469447626343
